time_s,u_m_s,w_m_s,q_rad_s,theta_rad,v_m_s,p_rad_s,r_rad_s,phi_rad
0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01,0.0,-0.0013089969389957472,-0.007853981633974483,0.0,0.0,0.0,0.0,0.0
1.02,-2.356194490192345e-06,-0.004161301269067481,-0.01546776232964325,-7.853981633974484e-05,0.0,0.0,0.0,0.0
1.03,-2.1318847747260333e-06,-0.00847644685398003,-0.022824147626814423,-0.00023321743963617732,0.0,0.0,0.0,0.0
1.04,5.498095632472759e-06,-0.01417225301121166,-0.029907669266943798,-0.00046145891590432156,0.0,0.0,0.0,0.0
1.05,2.5234067860849338e-05,-0.021165204977030148,-0.03670456349072226,-0.0007605356085737595,0.0,0.0,0.0,0.0
1.06,6.163925901826532e-05,-0.02937082194812774,-0.04320274405277862,-0.0011275812434809822,0.0,0.0,0.0,0.0
1.07,0.00011912861460924303,-0.038704011911581654,-0.049391770293449815,-0.0015596086840087686,0.0,0.0,0.0,0.0
1.08,0.00020195866488829743,-0.04907941255942642,-0.055262810610270885,-0.0020535263869432665,0.0,0.0,0.0,0.0
1.09,0.00031421843444793347,-0.060411717667382604,-0.06080860167315423,-0.0026061544930459754,0.0,0.0,0.0,0.0
1.1,0.0004598213809897737,-0.0726159883990353,-0.06602340372721874,-0.0032142405097775177,0.0,0.0,0.0,0.0
1.11,0.0006424983460805277,-0.08560794907676197,-0.07090295232595556,-0.003874474547049705,0.0,0.0,0.0,0.0
1.12,0.000865791497754394,-0.0993042670387594,-0.07544440683494044,-0.0045835040703092605,0.0,0.0,0.0,0.0
1.1300000000000001,0.0011330492420913972,-0.11362281627741357,-0.07964629604268694,-0.005337948138658665,0.0,0.0,0.0,0.0
1.1400000000000001,0.001447422078377684,-0.12848292462781566,-0.08350846121054524,-0.006134411099085534,0.0,0.0,0.0,0.0
1.1500000000000001,0.0018118593701387205,-0.14380560434628498,-0.08703199688785412,-0.006969495711190986,0.0,0.0,0.0,0.0
1.16,0.0022291070022286605,-0.15951376598717054,-0.0902191898119162,-0.007839815680069528,0.0,0.0,0.0,0.0
1.17,0.002701705892257214,-0.17553241555183455,-0.09307345620485478,-0.008742007578188691,0.0,0.0,0.0,0.0
1.18,0.003231991322936742,-0.19178883494645854,-0.09559927777109377,-0.009672742140237238,0.0,0.0,0.0,0.0
1.19,0.0038220930604340557,-0.20821274584505797,-0.09780213669014605,-0.010628734917948177,0.0,0.0,0.0,0.0
1.2,0.004473936222509844,-0.22473645711075974,-0.09968844988966782,-0.011606756284849636,0.0,0.0,0.0,0.0
1.21,0.005189242859119685,-0.23867700210392917,-0.0855575396054546,-0.012603640783746314,0.0,0.0,0.0,0.0
1.22,0.005974246596209824,-0.24950362074185567,-0.07160585870848693,-0.01345921617980086,0.0,0.0,0.0,0.0
1.23,0.006820397350408867,-0.2573180392351518,-0.05787661978587794,-0.014175274766885728,0.0,0.0,0.0,0.0
1.24,0.007719173665545366,-0.2622284302108463,-0.04441025299107882,-0.014754040964744508,0.0,0.0,0.0,0.0
1.25,0.00866211338041199,-0.26434872105129736,-0.03124438401825324,-0.015198143494655297,0.0,0.0,0.0,0.0
1.26,0.009640842683147608,-0.26379791256753793,-0.01841382339878235,-0.015510587334837829,0.0,0.0,0.0,0.0
1.27,0.01064710351880441,-0.2606994100431624,-0.005950566643503548,-0.015694725568825653,0.0,0.0,0.0,0.0
1.28,0.011672779324249536,-0.25518036854659254,0.0061161952639174535,-0.01575423123526069,0.0,0.0,0.0,0.0
1.29,0.012709919071882896,-0.2473710542706046,0.017760055532636557,-0.015693069282621517,0.0,0.0,0.0,0.0
1.3,0.01375075961071907,-0.23740422351890203,0.02895736191242753,-0.015515468727295152,0.0,0.0,0.0,0.0
1.31,0.014787746300167682,-0.22541452082079888,0.03968717825720239,-0.015225895108170876,0.0,0.0,0.0,0.0
1.32,0.0158135519383411,-0.21153789751722704,0.04993123784584767,-0.014829023325598852,0.0,0.0,0.0,0.0
1.33,0.01682109399291031,-0.19591105202476838,0.05967388900762461,-0.014329710947140376,0.0,0.0,0.0,0.0
1.34,0.017803550148409973,-0.17867089284967794,0.06890203360276598,-0.013732972057064129,0.0,0.0,0.0,0.0
1.35,0.01875437218945522,-0.15995402529132463,0.07760505891010723,-0.01304395172103647,0.0,0.0,0.0,0.0
1.36,0.019667298244568802,-0.13989626264451582,0.08577476347270897,-0.012267901131935398,0.0,0.0,0.0,0.0
1.37,0.020536363420224347,-0.11863216258315543,0.09340527744955988,-0.011410153497208309,0.0,0.0,0.0,0.0
1.3800000000000001,0.02135590885928586,-0.09629458928394301,0.10049297801669571,-0.01047610072271271,0.0,0.0,0.0,0.0
1.3900000000000001,0.02212058926226388,-0.07301430172866032,0.10703640035453348,-0.009471170942545752,0.0,0.0,0.0,0.0
1.4000000000000001,0.02282537891371452,-0.04891956850729186,0.1130361447500064,-0.008400806939000418,0.0,0.0,0.0,0.0
1.41,0.023465576259679734,-0.025444806271033453,0.1106407986983261,-0.007270445491500354,0.0,0.0,0.0,0.0
1.42,0.024034450890817405,-0.002946564633494287,0.10794898362010383,-0.006164037504517093,0.0,0.0,0.0,0.0
1.43,0.02453289445992881,0.018536868791594135,0.10498410105600549,-0.005084547668316054,0.0,0.0,0.0,0.0
1.44,0.024962016793283782,0.03897268449695226,0.10176949120739759,-0.004034706657756,0.0,0.0,0.0,0.0
1.45,0.025323131877972367,0.05833342224644279,0.09832834985228434,-0.003017011745682024,0.0,0.0,0.0,0.0
1.46,0.025617743736379886,0.07659682842657856,0.0946836495775395,-0.0020337282471591805,0.0,0.0,0.0,0.0
1.47,0.025847532244901248,0.09374570073897365,0.09085806542062462,-0.0010868917513837855,0.0,0.0,0.0,0.0
1.48,0.026014338951613564,0.10976772138186582,0.0868739049935155,-0.00017831109717753924,0.0,0.0,0.0,0.0
1.49,0.02612015294513726,0.12465527985888844,0.08275304314175394,0.0006904279527576157,0.0,0.0,0.0,0.0
1.5,0.02616709682434816,0.1384052865395866,0.07851686117244462,0.001517958384175155,0.0,0.0,0.0,0.0
1.51,0.02615741281596957,0.15101897807897377,0.07418619066666475,0.0023031269958996015,0.0,0.0,0.0,0.0
1.52,0.0260934490843869,0.16250171578293648,0.06978126187418203,0.003044988902566249,0.0,0.0,0.0,0.0
1.53,0.025977646275300012,0.17286277798274052,0.0653216566716116,0.0037428015213080692,0.0,0.0,0.0,0.0
1.54,0.025812524332072363,0.1821151474554982,0.06082626604921165,0.004396018088024185,0.0,0.0,0.0,0.0
1.55,0.025600669620862382,0.19027529489845058,0.05631325207643954,0.005004280748516302,0.0,0.0,0.0,0.0
1.56,0.025344722397842523,0.197362959433525,0.051800014282183685,0.005567413269280697,0.0,0.0,0.0,0.0
1.57,0.025047364649035495,0.20340092708507282,0.04730316037226182,0.006085413412102534,0.0,0.0,0.0,0.0
1.58,0.024711308330535416,0.2084148081381954,0.04283848119434438,0.006558445015825152,0.0,0.0,0.0,0.0
1.59,0.024339284034143472,0.21243281424784843,0.03842092984892598,0.006986829827768596,0.0,0.0,0.0,0.0
1.6,0.023934030100742097,0.2154855361301898,0.03406460483433147,0.007371039126257856,0.0,0.0,0.0,0.0
1.61,0.023498282201067425,0.21760572262761693,0.02978273710400262,0.007711685174601171,0.0,0.0,0.0,0.0
1.62,0.023034763400924276,0.21882806189783002,0.02558768090546302,0.008009512545641197,0.0,0.0,0.0,0.0
1.6300000000000001,0.022546174725329087,0.21918896543526173,0.02149090826239415,0.008265389354695828,0.0,0.0,0.0,0.0
1.6400000000000001,0.022035186233570515,0.21872635559052275,0.017503006954163222,0.00848029843731977,0.0,0.0,0.0,0.0
1.6500000000000001,0.02150442861475139,0.21747945721031942,0.013633681840910334,0.008655328506861402,0.0,0.0,0.0,0.0
1.6600000000000001,0.020956485311024908,0.21548859397678152,0.009891759376912269,0.008791665325270506,0.0,0.0,0.0,0.0
1.67,0.020393885173467772,0.2127949899814744,0.006285195150374125,0.008890582919039628,0.0,0.0,0.0,0.0
1.68,0.019819095653348072,0.20944057702572397,0.0028210842840375307,0.00895343487054337,0.0,0.0,0.0,0.0
1.69,0.019234516529450008,0.20546780809541784,-0.0004943254719875678,0.008981645713383744,0.0,0.0,0.0,0.0
1.7,0.018642474170115126,0.2009194774153104,-0.0036556181259861675,0.008976702458663869,0.0,0.0,0.0,0.0
1.71,0.018045216326753277,0.19583854744520085,-0.006658191481310809,0.008940146277404007,0.0,0.0,0.0,0.0
1.72,0.01744490745376894,0.1902679831383022,-0.009498236997071342,0.008873564362590899,0.0,0.0,0.0,0.0
1.73,0.016843624548141888,0.1842505937408072,-0.012172717646070145,0.008778581992620185,0.0,0.0,0.0,0.0
1.74,0.016243353500297104,0.17782888237119923,-0.014679343942688623,0.008656854816159482,0.0,0.0,0.0,0.0
1.75,0.01564598594639877,0.17104490357836424,-0.01701654831229678,0.008510061376732596,0.0,0.0,0.0,0.0
1.76,0.015053316610807483,0.16394012903913444,-0.01918345797204392,0.008339895893609627,0.0,0.0,0.0,0.0
1.77,0.01446704112614943,0.15655532151862817,-0.02117986649062787,0.008148061313889189,0.0,0.0,0.0,0.0
1.78,0.013888754317260603,0.14893041718072836,-0.023006204191865953,0.00793626264898291,0.0,0.0,0.0,0.0
1.79,0.013319948934188195,0.14110441630133905,-0.024663507563636364,0.007706200607064251,0.0,0.0,0.0,0.0
1.8,0.012762014818454012,0.13311528240374434,-0.026153387830058206,0.007459565531427887,0.0,0.0,0.0,0.0
1.81,0.012216238485910169,0.1249998498035249,-0.027477998840665388,0.007198031653127305,0.0,0.0,0.0,0.0
1.82,0.011683803108743902,0.11679373952011643,-0.028640004425838438,0.006923251664720652,0.0,0.0,0.0,0.0
1.83,0.011165788878514292,0.10853128348326509,-0.029642545362922393,0.0066368516204622675,0.0,0.0,0.0,0.0
1.84,0.010663173731527061,0.10024545693538245,-0.030489206092311916,0.006340426166833044,0.0,0.0,0.0,0.0
1.85,0.010176834417372015,0.09196781890515635,-0.031183981317359846,0.0060355341059099244,0.0,0.0,0.0,0.0
1.86,0.00970754789105857,0.0837284606037545,-0.03173124261629501,0.005723694292736326,0.0,0.0,0.0,0.0
1.87,0.009255993008885448,0.07555596157257924,-0.032135705188451415,0.0054063818665733765,0.0,0.0,0.0,0.0
1.8800000000000001,0.008822752507967924,0.06747735339080259,-0.03240239485104531,0.005085024814688862,0.0,0.0,0.0,0.0
1.8900000000000001,0.008408315249216926,0.0595180907318309,-0.0325366153965195,0.004761000866178409,0.0,0.0,0.0,0.0
1.9000000000000001,0.008013078703515409,0.05170202954041403,-0.032543916414135725,0.004435634712213214,0.0,0.0,0.0,0.0
1.9100000000000001,0.007637351660865273,0.04405141208631358,-0.032430061673064586,0.004110195548071857,0.0,0.0,0.0,0.0
1.92,0.007281357142379154,0.03658685863626202,-0.03220099815772621,0.003785894931341211,0.0,0.0,0.0,0.0
1.93,0.00694523549516186,0.029327365473358624,-0.03186282583960075,0.003463884949763949,0.0,0.0,0.0,0.0
1.94,0.006629047650362383,0.022290308982031812,-0.0314217682631814,0.0031452566913679415,0.0,0.0,0.0,0.0
1.95,0.006332778524975323,0.015491455507220326,-0.030884144017208636,0.0028310390087361277,0.0,0.0,0.0,0.0
1.96,0.006056340548326409,0.008944976688452145,-0.03025633915582622,0.0025221975685640412,0.0,0.0,0.0,0.0
1.97,0.0057995772945865194,0.0026634699629911208,-0.02954478062785993,0.002219634177005779,0.0,0.0,0.0,0.0
1.98,0.005562267203118373,-0.0033420160728657843,-0.02875591076605892,0.0019241863707271795,0.0,0.0,0.0,0.0
1.99,0.005344127368965781,-0.009061951758969216,-0.02789616288187829,0.0016366272630665903,0.0,0.0,0.0,0.0
2.0,0.005144817386343148,-0.014488292239989282,-0.026971938005237193,0.0013576656342478074,0.0,0.0,0.0,0.0
2.0100000000000002,0.004963943228568816,-0.019614439425701347,-0.025989582802677547,0.0010879462541954353,0.0,0.0,0.0,0.0
2.02,0.004801061148505992,-0.024435200360897108,-0.02495536870148992,0.0008280504261686599,0.0,0.0,0.0,0.0
2.0300000000000002,0.004655681584225507,-0.028946742321655797,-0.023875472241680046,0.0005784967391537607,0.0,0.0,0.0,0.0
2.04,0.004527273055281795,-0.03314654495232661,-0.022755956672135227,0.00033974201673696026,0.0,0.0,0.0,0.0
2.05,0.004415266035693527,-0.03703334975414177,-0.02160275480202674,0.00011218245001560798,0.0,0.0,0.0,0.0
2.06,0.004319056790439628,-0.040607107231959996,-0.020421653113362945,-0.00010384509800465941,0.0,0.0,0.0,0.0
2.07,0.004238011163016511,-0.043868922000294505,-0.019218277135698184,-0.0003080616291382889,0.0,0.0,0.0,0.0
2.08,0.004171468302349777,-0.04682099614356907,-0.01799807807931256,-0.0005002444004952707,0.0,0.0,0.0,0.0
2.09,0.00411874431811007,-0.04946657111853308,-0.016766320718715314,-0.0006802251812883963,0.0,0.0,0.0,0.0
2.1,0.00407913585424504,-0.05180986847901372,-0.015528072514094968,-0.0008478883884755495,0.0,0.0,0.0,0.0
2.11,0.004051923571304438,-0.053856029694753144,-0.014288193954348475,-0.0010031691136164992,0.0,0.0,0.0,0.0
2.12,0.0040363755289001815,-0.05561105532703215,-0.013051330101572391,-0.001146051053159984,0.0,0.0,0.0,0.0
2.13,0.004031750460405137,-0.057081743814181254,-0.011821903313394916,-0.0012765643541757079,0.0,0.0,0.0,0.0
2.14,0.004037300932750547,-0.058275630109985266,-0.010604107116269846,-0.001394783387309657,0.0,0.0,0.0,0.0
2.15,0.004052276384930098,-0.0592009244074588,-0.009401901199843143,-0.0015008244584723553,0.0,0.0,0.0,0.0
2.16,0.004075926039556104,-0.0598664511695653,-0.008219007499739459,-0.0015948434704707868,0.0,0.0,0.0,0.0
2.17,0.0041075016825379345,-0.060281588677229214,-0.0070589073335987134,-0.0016770335454681813,0.0,0.0,0.0,0.0
2.18,0.0041462603066626915,-0.06045620929350491,-0.005924839552919628,-0.0017476226188041684,0.0,0.0,0.0,0.0
2.19,0.004191466615551088,-0.06040062063107187,-0.004819799671235221,-0.0018068710143333646,0.0,0.0,0.0,0.0
2.2,0.004242395385135947,-0.06012550779837526,-0.003746539927351245,-0.0018550690110457168,0.0,0.0,0.0,0.0
2.21,0.0042983336804648855,-0.059641876887775586,-0.0027075702408180255,-0.0018925344103192293,0.0,0.0,0.0,0.0
2.22,0.004358582926261253,-0.05896099985705916,-0.0017051600154743666,-0.0019196101127274096,0.0,0.0,0.0,0.0
2.23,0.0044224608302868085,-0.05809436094363962,-0.0007413407457935367,-0.0019366617128821534,0.0,0.0,0.0,0.0
2.24,0.004489303159134792,-0.05705360473879391,0.0001820906201302399,-0.0019440751203400888,0.0,0.0,0.0,0.0
2.25,0.00455846536664196,-0.055850486037367135,0.001063567607797466,-0.0019422542141387864,0.0,0.0,0.0,0.0
2.2600000000000002,0.004629324075641818,-0.05449682156658942,0.0019017494810416487,-0.0019316185380608118,0.0,0.0,0.0,0.0
2.27,0.004701278414288027,-0.053004443686012204,0.0026955158918924396,-0.0019126010432503953,0.0,0.0,0.0,0.0
2.2800000000000002,0.004773751208656059,-0.051385156139127475,0.0034439609632597847,-0.001885645884331471,0.0,0.0,0.0,0.0
2.29,0.004846190033782192,-0.049650691926014436,0.004146386852049315,-0.001851206274698873,0.0,0.0,0.0,0.0
2.3000000000000003,0.00491806812572144,-0.04781267335539474,0.004802296840062049,-0.0018097424061783798,0.0,0.0,0.0,0.0
2.31,0.004988885157599798,-0.045882574323799094,0.005411387999611791,-0.0017617194377777593,0.0,0.0,0.0,0.0
2.32,0.005058167883001038,-0.04387168485918015,0.0059735434802203466,-0.0017076055577816412,0.0,0.0,0.0,0.0
2.33,0.0051254706503642885,-0.041791077956274306,0.00648882446203297,-0.0016478701229794377,0.0,0.0,0.0,0.0
2.34,0.005190375792375748,-0.0396515787213385,0.006957461820743481,-0.001582981878359108,0.0,0.0,0.0,0.0
2.35,0.005252493894616389,-0.03746373583458833,0.0073798475478395985,-0.001513407260151673,0.0,0.0,0.0,0.0
2.36,0.005311463947977621,-0.03523779532975636,0.007756525968883517,-0.001439608784673277,0.0,0.0,0.0,0.0
2.37,0.005366953389579002,-0.03298367668169062,0.008088184801339991,-0.0013620435249844418,0.0,0.0,0.0,0.0
2.38,0.0054186580371167,-0.03071095118483417,0.008375646092163465,-0.001281161676971042,0.0,0.0,0.0,0.0
2.39,0.005466301921738968,-0.028428822597779776,0.008619857073966376,-0.0011974052160494074,0.0,0.0,0.0,0.0
2.4,0.005509637024686108,-0.0261461100218853,0.008821880977121773,-0.0011112066453097436,0.0,0.0,0.0,0.0
2.41,0.005548442923047918,-0.023871232975174156,0.008982887833613928,-0.001022987835538526,0.0,0.0,0.0,0.0
2.42,0.0055825263500821325,-0.02161219861643405,0.009104145306849462,-0.0009331589572023866,0.0,0.0,0.0,0.0
2.43,0.00561172067560376,-0.019376591068569617,0.009187009579987446,-0.0008421175041338919,0.0,0.0,0.0,0.0
2.44,0.005635885311998334,-0.017171562784861392,0.009232916333648429,-0.0007502474083340175,0.0,0.0,0.0,0.0
2.45,0.005654905051432757,-0.015003827896833605,0.009243371842127623,-0.0006579182449975333,0.0,0.0,0.0,0.0
2.46,0.005668689339836697,-0.012879657477934604,0.009219944215474687,-0.0005654845265762571,0.0,0.0,0.0,0.0
2.47,0.005677171493206232,-0.010804876653181897,0.009164254813019301,-0.0004732850844215102,0.0,0.0,0.0,0.0
2.48,0.005680307861740789,-0.008784863481313661,0.009077969852125684,-0.0003816425362913172,0.0,0.0,0.0,0.0
2.49,0.005678076947265291,-0.006824549532813123,0.008962792234157397,-0.0002908628377700604,0.0,0.0,0.0,0.0
2.5,0.005670478479312956,-0.004928422084423425,0.008820453607833225,-0.00020123491542848638,0.0,0.0,0.0,0.0
2.5100000000000002,0.005657532455151414,-0.003100527848439078,0.008652706688362115,-0.00011303037935015413,0.0,0.0,0.0,0.0
2.52,0.005639278148926838,-0.0013444781531354944,0.008461317848966357,-2.650331246653298e-05,0.0,0.0,0.0,0.0
2.5300000000000002,0.005615773094978668,0.0003365445108311346,0.008248059999643363,5.810986602313059e-05,0.0,0.0,0.0,0.0
2.54,0.005587092050242385,0.0019397786643675027,0.008014705766282956,0.00014059046601956423,0.0,0.0,0.0,0.0
2.5500000000000003,0.005553325940510709,0.0034628748213206798,0.007763020981554458,0.0002207375236823938,0.0,0.0,0.0,0.0
2.56,0.005514580795165698,0.004903885364800262,0.0074947584973107184,0.0002983677334979384,0.0,0.0,0.0,0.0
2.57,0.005470976674826495,0.006261253406035441,0.0072116523266291975,0.0003733153184710456,0.0,0.0,0.0,0.0
2.58,0.005422646596181078,0.007533800713110751,0.006915412122027444,0.00044543184173733753,0.0,0.0,0.0,0.0
2.59,0.005369735458086284,0.008720714796367646,0.0066077179948555494,0.000514585962957612,0.0,0.0,0.0,0.0
2.6,0.005312398972829642,0.009821535236408432,0.006290215679384939,0.0005806631429061675,0.0,0.0,0.0,0.0
2.61,0.005250802606250197,0.010836139339511035,0.0059645120436842445,0.0006435652997000169,0.0,0.0,0.0,0.0
2.62,0.005185120530214494,0.0117647272038744,0.00563217094800179,0.0007032104201368593,0.0,0.0,0.0,0.0
2.63,0.005115534590739141,0.012607806278481895,0.005294709450062793,0.0007595321296168773,0.0,0.0,0.0,0.0
2.64,0.005042233294843889,0.013366175494511159,0.004953594355439936,0.0008124792241175052,0.0,0.0,0.0,0.0
2.65,0.004965410819009738,0.014040909047150505,0.004610239109970117,0.0008620151676719046,0.0,0.0,0.0,0.0
2.66,0.004885266041906154,0.0146333399034213,0.004266001030069626,0.0009081175587716058,0.0,0.0,0.0,0.0
2.67,0.004802001603840812,0.015145043109170035,0.0039221788657455995,0.0009507775690723021,0.0,0.0,0.0,0.0
2.68,0.004715822995175194,0.015577818965799697,0.0035800106901145074,0.000989999357729758,0.0,0.0,0.0,0.0
2.69,0.004626937675740608,0.01593367614457458,0.0032406721083189935,0.0010257994646309032,0.0,0.0,0.0,0.0
2.7,0.0045355542270824395,0.016214814803472127,0.002905274777883026,0.001058206185714093,0.0,0.0,0.0,0.0
2.71,0.0044418815391563905,0.01642360976858624,0.0025748652317620245,0.0010872589334929234,0.0,0.0,0.0,0.0
2.72,0.004346128032899733,0.01656259383902424,0.002250423994629179,0.0011130075858105436,0.0,0.0,0.0,0.0
