time_s,u_m_s,w_m_s,q_rad_s,theta_rad,v_m_s,p_rad_s,r_rad_s,phi_rad
2.73,0.004248500919903783,0.016634441271100267,0.0019328649822911363,0.0011355118257568354,0.0,0.0,0.0,0.0
2.74,0.004149205500221422,0.01664195149442606,0.0016230351735448821,0.0011548404755797467,0.0,0.0,0.0,0.0
2.75,0.004048444499156085,0.01658803310925054,0.0013217145432721322,0.0011710708273151955,0.0,0.0,0.0,0.0
2.7600000000000002,0.00394641744369666,0.016475688211116613,0.0010296162451167072,0.0011842879727479167,0.0,0.0,0.0,0.0
2.77,0.003843320079086573,0.01630799708560063,0.0007473870317029803,0.0011945841351990838,0.0,0.0,0.0,0.0
2.7800000000000002,0.0037393438258454606,0.016088103312590005,0.00047560790002803036,0.0012020580055161136,0.0,0.0,0.0,0.0
2.79,0.003634675277398441,0.015819199316250303,0.00021479494939502313,0.001206814084516394,0.0,0.0,0.0,0.0
2.8000000000000003,0.00352949573831156,0.015504512393546261,-3.4599560951218e-05,0.001208962034010344,0.0,0.0,0.0,0.0
2.81,0.00342398080298262,0.015147291250923366,-0.0002721859674753952,0.0012086160384008318,0.0,0.0,0.0,0.0
2.82,0.0033182999744946337,0.014750793075538018,-0.000497635784373905,0.0012058941787260779,0.0,0.0,0.0,0.0
2.83,0.0032126163232046962,0.014318271164255476,-0.0007106801250950276,0.0012009178208823388,0.0,0.0,0.0,0.0
2.84,0.003107086184514339,0.013852963130524672,-0.0009111079764767244,0.0011938110196313884,0.0,0.0,0.0,0.0
2.85,0.003001858895148484,0.013358079706196709,-0.0010987643385662513,0.0011846999398666212,0.0,0.0,0.0,0.0
2.86,0.002897076567159099,0.012836794152387289,-0.001273548243084871,0.0011737122964809586,0.0,0.0,0.0,0.0
2.87,0.002792873898766546,0.012292232290600068,-0.001435410663356918,0.0011609768140501099,0.0,0.0,0.0,0.0
2.88,0.002689378021056491,0.011727463162534717,-0.0015843523283378422,0.0011466227074165406,0.0,0.0,0.0,0.0
2.89,0.0025867083794630535,0.011145490324306524,-0.0017204214531531424,0.0011307791841331622,0.0,0.0,0.0,0.0
2.9,0.0024849766488895973,0.010549243778209217,-0.001843711398301874,0.0011135749696016307,0.0,0.0,0.0,0.0
2.91,0.0023842866812471175,0.009941572542664222,-0.00195435826938722,0.001095137855618612,0.0,0.0,0.0,0.0
2.92,0.0022847344841264894,0.009325237858622099,-0.0020525384689150496,0.0010755942729247397,0.0,0.0,0.0,0.0
2.93,0.0021864082292647607,0.00870290702841914,-0.0021384662113520074,0.0010550688882355892,0.0,0.0,0.0,0.0
2.94,0.002089388289417092,0.008077147880947082,-0.0022123910122600157,0.0010336842261220692,0.0,0.0,0.0,0.0
2.95,0.00199374730220467,0.007450423854969271,-0.0022745951619267063,0.001011560315999469,0.0,0.0,0.0,0.0
2.96,0.001899550259474807,0.006825089690514143,-0.00232539119349368,0.000988814364380202,0.0,0.0,0.0,0.0
2.97,0.0018068546206822403,0.006203387716498286,-0.0023651193551490887,0.0009655604524452651,0.0,0.0,0.0,0.0
2.98,0.0017157104487801912,0.005587444721077229,-0.0023941450955002963,0.0009419092588937743,0.0,0.0,0.0,0.0
2.99,0.0016261605670957742,0.0049792693896930865,-0.002412856570778595,0.0009179678079387713,0.0,0.0,0.0,0.0
3.0,0.001538240735656626,0.004380750294384142,-0.0024216621820534892,0.0008938392422309854,0.0,0.0,0.0,0.0
3.0100000000000002,0.0014519798454339001,0.003793654416641781,-0.0024209881501511175,0.0008696226204104505,0.0,0.0,0.0,0.0
3.02,0.0013674001289707678,0.003219626184944043,-0.002411276135482117,0.0008454127389089393,0.0,0.0,0.0,0.0
3.0300000000000002,0.001284517385875023,0.0026601870070609994,-0.0023929809094907647,0.0008212999775541181,0.0,0.0,0.0,0.0
3.04,0.0012033412216689986,0.0021167352763134402,-0.002366568083941531,0.0007973701684592105,0.0,0.0,0.0,0.0
3.0500000000000003,0.0011238752985095045,0.0015905468301708687,-0.002332511903763192,0.0007737044876197952,0.0,0.0,0.0,0.0
3.06,0.0010461175963145703,0.0010827758388950756,-0.0022912931086762163,0.0007503793685821633,0.0,0.0,0.0,0.0
3.0700000000000003,0.00097006068286215,0.0005944561013688336,-0.0022433968683379987,0.0007274664374954011,0.0,0.0,0.0,0.0
3.08,0.000895691991458294,0.00012650272479245334,-0.0021893107952543206,0.0007050324688120211,0.0,0.0,0.0,0.0
3.09,0.0008229941048083363,-0.0003202858354192604,-0.0021295230392257536,0.0006831393608594779,0.0,0.0,0.0,0.0
3.1,0.0007519450437640719,-0.000745225399454265,-0.0020645204666260297,0.0006618441304672203,0.0,0.0,0.0,0.0
3.11,0.0006825185596624107,-0.0011477433746972798,-0.0019947869273470777,0.00064119892580096,0.0,0.0,0.0,0.0
3.12,0.0006146844290162993,-0.0015273757792156895,-0.0019208016117937205,0.0006212510565274893,0.0,0.0,0.0,0.0
3.13,0.0005484087493664958,-0.001883764001214018,-0.001843037499871145,0.000602043040409552,0.0,0.0,0.0,0.0
3.14,0.0004836542351527943,-0.002216651318408318,-0.0017619599034812525,0.0005836126654108405,0.0,0.0,0.0,0.0
3.15,0.0004203805125152141,-0.0025258792010640634,-0.0016780251036308722,0.000565993066376028,0.0,0.0,0.0,0.0
3.16,0.00035854441198924657,-0.002811383422155499,-0.0015916790828564573,0.0005492128153397193,0.0,0.0,0.0,0.0
3.17,0.00029810025811418533,-0.0030731899977454497,-0.0015033563532870717,0.0005332960245111548,0.0,0.0,0.0,0.0
3.18,0.00023900015502961966,-0.0033114109802570087,-0.0014134788803009221,0.0005182624609782841,0.0,0.0,0.0,0.0
3.19,0.00018119426719206296,-0.003526240126817003,-0.001322455101380998,0.0005041276721752749,0.0,0.0,0.0,0.0
3.2,0.00012463109440119123,-0.00371794846430039,-0.0012306790394430705,0.000490903121161465,0.0,0.0,0.0,0.0
3.21,6.925774038302581e-05,-0.003886879772099504,-0.0011385295095948079,0.0004785963307670343,0.0,0.0,0.0,0.0
3.22,1.5020174235391931e-05,-0.004033446002987057,-0.0010463694179884194,0.0004672110356710862,0.0,0.0,0.0,0.0
3.23,-3.8136515901106986e-05,-0.004158122661741661,-0.0009545451511513266,0.000456747341491202,0.0,0.0,0.0,0.0
3.24,-9.026787752574424e-05,-0.004261444160464044,-0.0008633860539200443,0.00044720188997968873,0.0,0.0,0.0,0.0
3.25,-0.00014142985733597887,-0.004343999168735627,-0.0007732039938618533,0.00043856802944048826,0.0,0.0,0.0,0.0
3.2600000000000002,-0.00019167857412700378,-0.004406425975963198,-0.0006842930098469871,0.00043083598950186973,0.0,0.0,0.0,0.0
3.27,-0.00024107010144253755,-0.004449407882418479,-0.0005969290422309055,0.00042399305940339985,0.0,0.0,0.0,0.0
3.2800000000000002,-0.0002896602603323057,-0.004473668634623775,-0.0005113697419216749,0.0004180237689810908,0.0,0.0,0.0,0.0
3.29,-0.0003375044225182778,-0.0044799679198586845,-0.00042785435544136566,0.00041291007156187405,0.0,0.0,0.0,0.0
3.3000000000000003,-0.0003846573242196665,-0.004469096933672297,-0.00034660368294245694,0.0004086315280074604,0.0,0.0,0.0,0.0
3.31,-0.00043117289083608595,-0.004441874033384132,-0.00026782010601025737,0.0004051654911780358,0.0,0.0,0.0,0.0
3.3200000000000003,-0.00047710407263923117,-0.004399140489649265,-0.00019168768196993415,0.00040248729011793324,0.0,0.0,0.0,0.0
3.33,-0.0005225026915760844,-0.004341756347252142,-0.000118372301321532,0.0004005704132982339,0.0,0.0,0.0,0.0
3.34,-0.0005674192992410754,-0.004270596405383121,-4.802190484790893e-05,0.0003993866902850186,0.0,0.0,0.0,0.0
3.35,-0.0006119030460309128,-0.00418654632674497,1.923324312165036e-05,0.0003989064712365395,0.0,0.0,0.0,0.0
3.36,-0.0006560015614540285,-0.004090498883936779,8.328022885577574e-05,0.000399098803667756,0.0,0.0,0.0,0.0
3.37,-0.0006997608455268146,-0.003983350350672774,0.00014402311436810707,0.0003999316059563138,0.0,0.0,0.0,0.0
3.38,-0.0007432251711511274,-0.0038659970445163363,0.00020138251717846466,0.0004013718370999949,0.0,0.0,0.0,0.0
3.39,-0.0007864369973319315,-0.0037393320269477424,0.0002552951483018953,0.00040338566227177955,0.0,0.0,0.0,0.0
3.4,-0.0008294368930605049,-0.0036042419657401374,0.0003057133120684663,0.0004059386137547985,0.0,0.0,0.0,0.0
3.41,-0.0008722634716573287,-0.0034616041637944776,0.00035260437135299107,0.00040899574687548317,0.0,0.0,0.0,0.0
3.42,-0.0009149533353396829,-0.003312283757782594,0.00039595018175809306,0.0004125217905890131,0.0,0.0,0.0,0.0
3.43,-0.0009575410297520471,-0.003157131089170163,0.0004357464982468268,0.000416481292406594,0.0,0.0,0.0,0.0
3.44,-0.0010000590081726817,-0.00299697924943996,0.0004720023576631772,0.00042083875738906226,0.0,0.0,0.0,0.0
3.45,-0.0010425376050872154,-0.0028326418006118766,0.0005047394405108413,0.00042555878096569406,0.0,0.0,0.0,0.0
3.46,-0.0010850050187996851,-0.0026649106714612485,0.0005339914152834782,0.00043060617537080245,0.0,0.0,0.0,0.0
3.47,-0.0011274873027332323,-0.002494554229172269,0.0005598032685537903,0.00043594608952363725,0.0,0.0,0.0,0.0
3.48,-0.0011700083650565316,-0.0023223155255297605,0.0005822306239350877,0.00044154412220917517,0.0,0.0,0.0,0.0
3.49,-0.0012125899762579677,-0.002148910716151222,0.0006013390529280882,0.00044736642844852605,0.0,0.0,0.0,0.0
3.5,-0.001255251784277557,-0.001975027650692623,0.0006172033805583167,0.0004533798189778069,0.0,0.0,0.0,0.0
3.5100000000000002,-0.0012980113367965609,-0.0018013246314264716,0.0006299069885962807,0.00045955185278339007,0.0,0.0,0.0,0.0
3.52,-0.0013408841102766336,-0.0016284293370896837,0.0006395411190342969,0.0004658509226693529,0.0,0.0,0.0,0.0
3.5300000000000002,-0.0013838835453340967,-0.0014569379084320045,0.0006462041803710884,0.00047224633385969586,0.0,0.0,0.0,0.0
3.54,-0.0014270210880305073,-0.001287414191463376,0.000650001059128727,0.00047870837566340674,0.0,0.0,0.0,0.0
3.5500000000000003,-0.0014703062366579933,-0.001120389134000686,0.0006510424388967897,0.000485208386254694,0.0,0.0,0.0,0.0
3.56,-0.0015137465935968165,-0.0009563603307507077,0.0006494441290663612,0.0004917188106436619,0.0,0.0,0.0,0.0
3.5700000000000003,-0.0015573479218232043,-0.0007957917118364929,0.0006453264052823407,0.0004982132519343256,0.0,0.0,0.0,0.0
3.58,-0.0016011142056476099,-0.000639113369378696,0.0006388133635069892,0.000504666515987149,0.0,0.0,0.0,0.0
3.59,-0.001645047715267111,-0.0004867215164808123,0.0006300322894513394,0.0005110546496222189,0.0,0.0,0.0,0.0
3.6,-0.0016891490747205941,-0.00033897857273757756,0.0006191130449945209,0.0005173549725167323,0.0,0.0,0.0,0.0
3.61,-0.0017334173328415867,-0.00019621337018814008,0.0006061874730747465,0.0005235461029666776,0.0,0.0,0.0,0.0
3.62,-0.0017778500368110218,-5.8721473469348765e-05,0.0005913888224001489,0.000529607977697425,0.0,0.0,0.0,0.0
3.63,-0.0018224433079207776,7.323439221121447e-05,0.0005748511931933141,0.0005355218659214265,0.0,0.0,0.0,0.0
3.64,-0.0018671919191684222,0.00019942381176888725,0.0005567090050506671,0.0005412703778533597,0.0,0.0,0.0,0.0
3.65,-0.0019120893743141455,0.000319648056166053,0.0005370964878672464,0.0005468374679038664,0.0,0.0,0.0,0.0
3.66,-0.0019571279880422963,0.0004337393701802142,0.0005161471966492326,0.0005522084327825389,0.0,0.0,0.0,0.0
3.67,-0.002002298966882161,0.0005415601786525723,0.0004939935509112397,0.0005573699047490312,0.0,0.0,0.0,0.0
3.68,-0.0020475924905555614,0.0006430022178512913,0.000470766399233169,0.0005623098402581435,0.0,0.0,0.0,0.0
3.69,-0.0020929977934324197,0.0007379855985569369,0.00044659460943266744,0.0005670175042504752,0.0,0.0,0.0,0.0
3.7,-0.0021385032457895727,0.0008264578074278017,0.000421604684694204,0.0005714834503448018,0.0,0.0,0.0,0.0
3.71,-0.0021840964345827114,0.0009083926531311856,0.0003959204058847406,0.0005756994971917439,0.0,0.0,0.0,0.0
3.72,-0.002229764243456338,0.0009837891636344579,0.00036966250017914315,0.0005796587012505913,0.0,0.0,0.0,0.0
3.73,-0.0022754929317319625,0.0010526704409381572,0.0003429483360160649,0.0005833553262523827,0.0,0.0,0.0,0.0
3.74,-0.0023212682121303584,0.0011150824794037926,0.00031589164430720763,0.0005867848096125433,0.0,0.0,0.0,0.0
3.75,-0.0023670753269994745,0.001171092953682667,0.0002886022657297819,0.0005899437260556154,0.0,0.0,0.0,0.0
3.7600000000000002,-0.002412899122835504,0.0012207899820902838,0.0002611859238437669,0.0005928297487129132,0.0,0.0,0.0,0.0
3.77,-0.0024587241229005693,0.0012642808710949898,0.00023374402369232426,0.0005954416079513509,0.0,0.0,0.0,0.0
3.7800000000000002,-0.0025045345977564434,0.0013016908464007638,0.00020637347546551655,0.0005977790481882741,0.0,0.0,0.0,0.0
3.79,-0.002550314633549615,0.0013331617759037462,0.00017916654273439201,0.0005998427829429293,0.0,0.0,0.0,0.0
3.8000000000000003,-0.0025960481978987812,0.0013588508895914933,0.00015221071469454617,0.0006016344483702732,0.0,0.0,0.0,0.0
3.81,-0.0026417192032514654,0.0013789295012342727,0.00012558860179548133,0.0006031565555172187,0.0,0.0,0.0,0.0
3.8200000000000003,-0.002687311567591827,0.0013935817364902096,9.937785407445089e-05,0.0006044124415351735,0.0,0.0,0.0,0.0
3.83,-0.002732809272396859,0.0014030032718119483,7.36511014609721e-05,0.000605406220075918,0.0,0.0,0.0,0.0
3.84,-0.002778196417752978,0.0014074000883028698,4.847591527078125e-05,0.0006061427310905277,0.0,0.0,0.0,0.0
3.85,-0.0028234572745594513,0.0014069872444269368,2.39147900656284e-05,0.0006066274902432355,0.0,0.0,0.0,0.0
3.86,-0.0028685763337591946,0.0014019876712290128,2.5145017893558045e-08,0.0006068666381438919,0.0,0.0,0.0,0.0
3.87,-0.0029135383525511096,0.0013926309934730967,-2.3140656113536757e-05,0.0006068668895940708,0.0,0.0,0.0,0.0
3.88,-0.002958328397551322,0.0013791523798553122,-4.553526731746628e-05,0.0006066354830329354,0.0,0.0,0.0,0.0
3.89,-0.003002931884883398,0.0013617914251977167,-6.711630591911023e-05,0.0006061801303597607,0.0,0.0,0.0,0.0
3.9,-0.003047334617189824,0.0013407910672789264,-8.784628238638146e-05,0.0006055089673005697,0.0,0.0,0.0,0.0
3.91,-0.0030915228175687104,0.0013163965407091214,-0.00010769251533098105,0.0006046305044767058,0.0,0.0,0.0,0.0
3.92,-0.0031354831604508103,0.0012888543700110145,-0.0001266270326914893,0.0006035535793233961,0.0,0.0,0.0,0.0
3.93,-0.003179202799442522,0.001258411403825641,-0.00014462646009152374,0.0006022873089964811,0.0,0.0,0.0,0.0
3.94,-0.003222669392170532,0.0012253138919230955,-0.00016167189736797976,0.0006008410443955659,0.0,0.0,0.0,0.0
3.95,-0.0032658711221731592,0.0011898066064643083,-0.00017774878426256958,0.000599224325421886,0.0,0.0,0.0,0.0
3.96,-0.003308796717892283,0.0011521320087312561,-0.000192846756264501,0.0005974468375792604,0.0,0.0,0.0,0.0
3.97,-0.0033514354688279446,0.0011125294623202456,-0.00020695949158337556,0.0005955183700166154,0.0,0.0,0.0,0.0
3.98,-0.0033937772389253207,0.0010712344935766408,-0.00022008455021941883,0.0005934487751007816,0.0,0.0,0.0,0.0
3.99,-0.003435812477270783,0.0010284780998401249,-0.0002322232060831757,0.0005912479295985875,0.0,0.0,0.0,0.0
4.0,-0.003477532226180155,0.0009844861058677427,-0.0002433802730990041,0.0005889256975377558,0.0,0.0,0.0,0.0
4.01,-0.0035189281267680905,0.0009394785686079804,-0.00025356392620627205,0.0005864918948067658,0.0,0.011519173063162576,0.0010471975511965978,0.0
4.0200000000000005,-0.0035599924220927137,0.000893669230313335,-0.0002627855181493042,0.0005839562555447031,-0.00020943951023931956,0.0225629184380819,0.0020310396505458014,0.00011519173063162577
4.03,-0.0036007179579742956,0.000847265019801543,-0.0002710593929220267,0.00058132840036321,-0.0006027763352467225,0.03315111612306988,0.002953399210867926,0.00034082091501244475
4.04,-0.0036410981815907916,0.0008004656015071253,-0.00027840269670612104,0.0005786178064339897,-0.0011555008231432366,0.04330277505542096,0.003816137989187774,0.0006723320762431436
4.05,-0.0036811271379565717,0.000753462971805387,-0.0002848351871125055,0.0005758337794669285,-0.0018441063881277648,0.05303607167181565,0.004621106617720424,0.0011053598267973532
4.0600000000000005,-0.0037207994643936103,0.0007064411019406688,-0.00029037904150531715,0.0005729854275958034,-0.002646061114752071,0.062368386790479985,0.005370144581586885,0.0016357205435155097
4.07,-0.0037601103831068124,0.0006595756267496067,-0.00029505866515544543,0.0005700816371807503,-0.003539780387389936,0.0713163408873246,0.006065080146840204,0.0022594044114203097
4.08,-0.003799055691977046,0.0006130335782385235,-0.00029890049993726525,0.0005671310505291959,-0.00450460049109222,0.07989582783516903,0.006707730242249893,0.002972567820293556
4.09,-0.003837631753686827,0.0005669731629519008,-0.00030193283424770746,0.0005641420455298232,-0.005520753132688209,0.0881220471721747,0.007299900298164071,0.0037715260986452464
4.1,-0.003875835483294505,0.0005215435819561772,-0.0003041856147913695,0.0005611227171873461,-0.006569340833548763,0.09600953496275663,0.007843384045644379,0.004652746570366993
4.11,-0.003913664334373225,0.00047688489215988515,-0.00030569026083917915,0.0005580808610394324,-0.007632313147873021,0.10357219331151568,0.008339963278948329,0.00561284191999456
4.12,-0.003951116283830938,0.00043312790759730433,-0.000306479481531347,0.0005550239584310407,-0.008692443662702172,0.11082331858812193,0.008791407584317129,0.006648563853109717
4.13,-0.003988189815527258,0.0003903941392183081,-0.00030658709675814293,0.0005519591636157272,-0.009733307738105268,0.11777562841858333,0.009199474037914013,0.0077567970389909365
4.14,-0.004024883902802153,0.00034879577165178587,-0.00030604786211456235,0.0005488932926481458,-0.01073926094812727,0.12444128749594492,0.009565906875648582,0.00893455332317677
4.15,-0.004061197990030194,0.000308435675343801,-0.0003048972983873584,0.0005458328140270002,-0.01169541818514239,0.13083193226117926,0.009892437137516495,0.010178966198136219
4.16,-0.004097131973312497,0.00026940745241432084,-0.00030317152599535635,0.0005427838410431267,-0.012587633392219959,0.13695869450284273,0.010180782288980833,0.01148728552074801
4.17,-0.00413268618041657,0.0002317955145277363,-0.0003009071047665646,0.000539752125783173,-0.013402479889989096,0.1428322239219822,0.010432645821821584,0.012856872465776438
4.18,-0.004167861350071999,0.0001956751910322569,-0.000298140879398489,0.0005367430547355074,-0.014127231266285827,0.14846270970677608,0.01064971683678271,0.01428519470499626
4.19,-0.004202658610727392,0.00016111286559138572,-0.00029490983091136726,0.0005337616459415225,-0.014749842798585091,0.1538599011594809,0.010833669610252212,0.015769821802064023
4.2,-0.004237079458871136,0.0001281661395067849,-0.00029125093436787913,0.0005308125476324088,-0.015258933380863666,0.15903312741642445,0.010986163147119195,0.017308420813658833
4.21,-0.004271125737015504,9.688401991566454e-05,-0.00028720102309736924,0.00052790003828873,-0.015643767928111094,0.14095297017371072,0.009014445619470035,0.018898752087823077
4.22,-0.004304799611440315,6.730713103707026e-05,-0.00028279665962784343,0.0005250280280577563,-0.015475361212728824,0.12361717546406428,0.007141250108753534,0.020308281789560186
4.23,-0.004338103549788865,3.94679466398053e-05,-0.00027807401349505854,0.0005222000614614778,-0.01479530358182821,0.1069941617547065,0.005364441188948687,0.02154445354420083
4.24,-0.004371040298605171,1.3391041909879732e-05,-0.00027306874606500834,0.0005194193213265273,-0.013643716150068135,0.09105374003452149,0.003681888587152674,0.022614395161747892
4.25,-0.004403612860897723,-1.090663709299322e-05,-0.00026781590247409385,0.0005166886338658772,-0.01205929383100569,0.07576705243090637,0.0020914666344933157,0.023524932562093107
4.26,-0.004435824473810962,-3.341548818257507e-05,-0.0002623498107603267,0.0005140104748411362,-0.010079346569830477,0.061106513486383685,0.0005910538208455066,0.02428260308640217
4.2700000000000005,-0.0044676785864816,-5.413295376612961e-05,-0.0002567039882291131,0.000511386976733533,-0.007739838871949797,0.04704575398049942,-0.0008214675522363294,0.024893668221266006
4.28,-0.004499178838152716,-7.306320927749231e-05,-0.00025091105506856373,0.0005088199368512419,-0.0050754277174567125,0.033559567187481876,-0.002148211625764931,0.025364125761071
4.29,-0.004530329036614281,-9.02168410293087e-05,-0.00024500265520191916,0.0005063108263005562,-0.0021194989472617357,0.020623857464873857,-0.0033912891499550237,0.025699721432945816
4.3,-0.004561133137034438,-0.0001056105151517771,-0.0002390093843386183,0.000503860799748537,0.001095797797405717,0.00821559107288146,-0.004552807568275356,0.025905960007594556
4.3100000000000005,-0.004591595221241498,-0.00011926663924207237,-0.00023296072516080165,0.0005014707059051508,0.004539515504325272,-0.003687250871483151,-0.005634871023773161,0.02598811591832337
4.32,-0.0046217194775122145,-0.0001312130183014587,-0.00022688498955866784,0.0004991410986535428,0.008181877514384987,-0.01510571739724227,-0.006639580292358088,0.02595124340960854
4.33,-0.004651510180917518,-0.00014148250648627614,-0.00022080926780610865,0.0004968722487579562,0.011994246469981314,-0.026059930727088305,-0.007569032647570027,0.025800186235636118
4.34,-0.004680971674272495,-0.00015011265614486345,-0.00021475938454745908,0.0004946641560798951,0.015949094420686365,-0.03656912745383369,-0.008425321661197794,0.025539586928365235
4.3500000000000005,-0.004710108349733049,-0.00015714536555540566,-0.0002087598614470211,0.0004925165622344205,0.020019974022443404,-0.04665169792606621,-0.009210536943963293,0.025173895653826897
4.36,-0.004738924631077367,-0.00016262652672001501,-0.00020283388633526224,0.0004904289636199503,0.024181490769708158,-0.0563252239199306,-0.009926763830338099,0.024707378674566235
4.37,-0.004767424956706055,-0.00016660567450840557,-0.00019700328866925333,0.0004884006247565977,0.028409276202977916,-0.06560651467063822,-0.010576083011416444,0.02414412643536693
4.38,-0.0047956137633906265,-0.00016913563838063733,-0.000191288521109987,0.00048643059186990524,0.032679962037048364,-0.07451164133413127,-0.0111605701196299,0.023488061288660548
4.39,-0.004823495470795909,-0.00017027219785290695,-0.0001857086470057028,0.0004845177066588054,0.03697115515811408,-0.08305596994629147,-0.01168229526895463,0.022742944875319235
4.4,-0.0048510744667979305,-0.0001700737428035651,-0.00018028133355822102,0.00048266062018874833,0.04126141344048797,-0.09125419294417766,-0.012143322554131654,0.02191238517585632
4.41,-0.004878355093614942,-0.00016860093964874892,-0.00017502285043853453,0.0004808578068531661,0.045530222336262145,-0.08760118624783624,-0.011498511961097411,0.020999843246414542
4.42,-0.004905341634765423,-0.0001659164043485275,-0.00016994807360850743,0.00047910757834878075,0.04954853268343293,-0.08410498496578842,-0.010860466899725987,0.02012383138393618
4.43,-0.004932038302863251,-0.00016208438313555196,-0.00016507049409744977,0.00047740809761269567,0.053323159927016514,-0.08075855639778998,-0.010229357129858811,0.019282781534278294
4.44,-0.004958449228256674,-0.00015717044178915258,-0.00016040223147555175,0.0004757573926717212,0.05686074852204835,-0.0775551782059757,-0.009605355200964307,0.018475195970300395
4.45,-0.004984578448514312,-0.00015124116420889402,-0.00015595405176063279,0.0004741533703569657,0.06016778067301232,-0.07448842505997653,-0.008988635763940241,0.01769964418824064
4.46,-0.005010429898758146,-0.00014436386097303362,-0.00015173538949035437,0.0004725938298393594,0.06325058456561918,-0.07155215585491506,-0.008379374913787941,0.016954759937640874
4.47,-0.005036007402840354,-0.00013660628849936378,-0.0001477543736889215,0.00047107647594445584,0.06611534211401719,-0.06874050147745017,-0.007777749562284771,0.016239238379091723
4.48,-0.005061314665357875,-0.00012803637935877895,-0.00014401785745531172,0.0004695989322075666,0.06876809624560791,-0.06604785309612357,-0.007183936839810236,0.015551833364317222
4.49,-0.005086355264495779,-0.00011872198422580181,-0.00014053145089918087,0.0004681587536330135,0.07121475774476742,-0.06346885095329607,-0.006598113525508775,0.014891354833355986
4.5,-0.0051111326456879025,-0.00010873062588542569,-0.00013729955715075176,0.0004667534391240217,0.07346111167593564,-0.06099837363695124,-0.006020455504998371,0.014256666323823025
4.51,-0.005135650116080673,-9.812926565216679e-05,-0.00013432541117215058,0.00046538044355251416,0.07551282340573283,-0.05863152781159115,-0.00545113725485898,0.013646682587453513
4.5200000000000005,-0.0051599108397838095,-8.69840824953367e-05,-0.00013161112109976212,0.00046403718944079263,0.07737544424299082,-0.05636363838835466,-0.004890331353158213,0.013060367309337602
4.53,-0.0051839178338893505,-7.536026510440038e-05,-0.00012915771185018296,0.000462721078229795,0.07905441671484606,-0.05419023911535501,-0.004338208015294084,0.012496730925454055
4.54,-0.005207673965238546,-6.332181707001912e-05,-0.00012696517072620432,0.0004614295011112932,0.08055507949633058,-0.052107063570062145,-0.0037949346544556986,0.011954828534300504
4.55,-0.0052311819479142875,-5.093137530011977e-05,-0.0001250324947639046,0.0004601598494040312,0.08188267201021411,-0.050110036536347845,-0.0032606754660228503,0.011433757898599883
4.5600000000000005,-0.005254444341435123,-3.8250041736198165e-05,-0.00012335773956732054,0.0004589095244563921,0.08304233871319472,-0.048195265749569845,-0.002735591035244484,0.010932657533236405
4.57,-0.0052774635496253925,-2.5337228383156257e-05,-0.00012193806938324206,0.0004576759470607189,0.08403913308390515,-0.046359033993796255,-0.002219837967554022,0.010450704875740706
4.58,-0.005300241820134712,-1.225051561638064e-05,-0.00012076980817538505,0.0004564565663668865,0.08487802132759682,-0.044597791535965055,-0.0017135685408966577,0.009987114535802743
4.59,-0.005322781244578847,9.544763174293206e-07,-0.00011984849146448773,0.00045524886828513265,0.08556388581178143,-0.04290814888243689,-0.0012169303794599684,0.009541136620443091
4.6000000000000005,-0.0053450837592730165,1.4224202733917685e-05,-0.00011916891870869165,0.00045405038337048776,0.08610152824655053,-0.04128686984403378,-0.0007300661482145939,0.009112055131618722
4.61,-0.005367151146527794,2.75072970496782e-05,-0.00011872520600686052,0.00045285869418340086,0.08649567262275612,-0.03973086489626318,-0.000253113267686392,0.008699186433178385
4.62,-0.00538898503647708,4.075466063595741e-05,-0.00011851083891620234,0.00045167144212333225,0.08675096792071753,-0.03823718482200713,0.00021379635160463222,0.008301877784215752
4.63,-0.00541058690940703,5.391954023470139e-05,-0.00011851872518464455,0.00045048633373417023,0.08687199060162279,-0.03680301462451143,0.0006705365555900933,0.00791950593599568
4.64,-0.0054319580985544205,6.695759321869296e-05,-0.00011874124720781588,0.00044930114648232376,0.08686324689331378,-0.03542566769904047,0.001116987174522592,0.007551475789750566
4.65,-0.005453099793342614,7.982694100941818e-05,-0.00011917031403016399,0.0004481137340102456,0.08672917488168394,-0.03410258025207122,0.0015530342327956226,0.007197219112760162
4.66,-0.005474013043023163,9.24882109955859e-05,-0.00011979741271963668,0.00044692203086994396,0.08647414641847395,-0.03283130595738523,0.0019785701412295647,0.00685619331023945
4.67,-0.0054946987606910155,0.00010490456732191339,-0.00012061365895543002,0.0004457240567427476,0.08610246885582397,-0.031609510838882166,0.002393493872328453,0.0065278802506655974
4.68,-0.005515157727641397,0.00011704173094190431,-0.00012160984667851314,0.0004445179201531933,0.08561838661752989,-0.030434968370382134,0.0027977111190018627,0.0062117851422767755
4.69,-0.005535390598036636,0.00012886798934991147,-0.000122776496664935,0.00044330182168640815,0.08502608261655539,-0.02930555478310913,0.003191134437236363,0.005907435458572954
4.7,-0.005555397903851489,0.00014035419642683278,-0.00012410390389225876,0.0004420740567197588,0.08432967952796996,-0.028219244571953767,0.003573683373191552,0.005614379910741862
4.71,-0.005575180060065953,0.00015147376285037798,-0.00012558218357981718,0.00044083301768083625,0.08353324092611565,-0.027174106192002116,0.003945284575186649,0.005332187465022325
4.72,-0.0055947373700750355,0.00016220263753501826,-0.00012720131579379613,0.00043957719584503807,0.08264077229445115,-0.026168297937188764,0.004305871891034965,0.005060446403102304
